,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
9573102,2,2017-01-31 16:16:35,2017-01-31 16:20:36,1,1.3,1,N,48,68,1,5.5,1.0,0.5,1.2,0.0,0.3,8.5
6510270,2,2017-01-16 09:51:39,2017-01-16 10:26:12,3,11.22,1,N,239,138,1,36.0,0.0,0.5,10.58,5.54,0.3,52.92
5321543,1,2017-01-11 09:25:06,2017-01-11 09:56:53,1,4.8,1,N,158,33,1,22.5,0.0,0.5,2.5,0.0,0.3,25.8
7100275,1,2017-01-24 15:56:59,2017-01-24 16:51:57,1,18.5,5,N,233,1,1,80.0,0.0,0.0,10.0,0.0,0.3,90.3
8952144,2,2017-01-22 18:53:38,2017-01-22 19:14:51,3,3.39,1,N,143,79,1,15.5,0.0,0.5,3.0,0.0,0.3,19.3
7730986,2,2017-01-26 12:28:42,2017-01-26 12:32:31,6,0.47,1,N,234,234,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1506437,2,2017-01-05 20:08:57,2017-01-05 20:12:02,1,1.25,1,N,166,116,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
963514,2,2017-01-17 12:49:37,2017-01-17 13:05:33,2,1.2,1,N,68,186,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
7064568,1,2017-01-24 13:52:09,2017-01-24 14:02:12,1,2.2,1,N,142,236,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
1982119,2,2017-01-19 10:50:56,2017-01-19 11:00:25,1,1.77,1,N,230,239,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
4590733,2,2017-01-22 09:39:02,2017-01-22 09:49:10,5,3.7,1,N,230,231,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
7497955,1,2017-01-25 19:10:23,2017-01-25 19:16:22,1,1.1,1,N,238,142,1,6.0,1.0,0.5,1.55,0.0,0.3,9.35
1541521,2,2017-01-05 21:26:20,2017-01-05 21:33:57,2,1.88,1,N,48,143,1,8.0,0.5,0.5,1.0,0.0,0.3,10.3
216378,1,2017-01-14 17:40:15,2017-01-14 17:50:22,1,1.3,1,N,148,113,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
6649873,2,2017-01-29 01:34:49,2017-01-29 01:41:39,1,1.01,1,N,79,224,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12
5920283,2,2017-01-13 01:31:14,2017-01-13 01:37:03,1,0.86,1,N,249,79,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3
8635265,1,2017-01-28 19:05:34,2017-01-28 19:11:17,1,0.7,1,N,262,236,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
4397578,1,2017-01-21 03:00:03,2017-01-21 03:20:53,1,5.8,1,N,68,75,1,20.0,0.5,0.5,4.25,0.0,0.3,25.55
8857479,2,2017-01-23 00:34:44,2017-01-23 00:40:38,4,1.68,1,N,79,68,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
3003839,1,2017-01-02 13:15:48,2017-01-02 13:23:15,1,2.1,1,N,90,231,1,8.5,0.0,0.5,2.75,0.0,0.3,12.05
3976143,1,2017-01-19 22:50:41,2017-01-19 23:01:25,1,1.6,1,N,161,143,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95
1647345,2,2017-01-18 21:01:26,2017-01-18 21:16:00,2,3.34,1,N,233,7,1,13.5,0.5,0.5,4.44,0.0,0.3,19.24
3348607,1,2017-01-03 18:10:46,2017-01-03 18:22:41,1,1.8,1,N,143,237,1,9.5,1.0,0.5,2.8,0.0,0.3,14.1
8306460,2,2017-01-27 22:52:29,2017-01-27 22:57:37,1,0.78,1,N,68,186,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
5343129,1,2017-01-11 21:29:20,2017-01-11 21:32:17,1,0.6,1,N,164,234,1,4.0,0.5,0.5,0.7,0.0,0.3,6.0
1322126,1,2017-01-18 12:42:09,2017-01-18 12:49:15,1,1.0,1,N,79,144,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
6036159,1,2017-01-13 12:57:51,2017-01-13 13:06:40,1,1.4,1,N,237,236,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
3862468,1,2017-01-09 08:05:40,2017-01-09 08:06:01,1,0.0,1,N,74,74,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3
3602292,1,2017-01-04 17:13:46,2017-01-04 17:22:35,1,0.7,1,N,264,264,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
6794950,2,2017-01-23 18:36:54,2017-01-23 19:02:07,1,10.3,1,N,138,94,1,31.0,1.0,0.5,7.67,5.54,0.3,46.01
6140246,1,2017-01-13 18:44:31,2017-01-13 18:47:46,1,0.4,1,N,264,264,1,4.0,1.0,0.5,0.0,0.0,0.3,5.8
3961918,2,2017-01-19 22:08:35,2017-01-19 22:18:58,1,2.24,1,N,229,186,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3
1580931,1,2017-01-05 23:40:31,2017-01-05 23:49:27,2,1.4,1,N,148,231,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
4437832,1,2017-01-21 09:22:03,2017-01-21 09:30:51,1,1.4,1,N,142,141,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
9342360,1,2017-01-30 20:08:29,2017-01-30 20:12:43,1,0.6,1,N,238,238,1,5.0,0.5,0.5,2.0,0.0,0.3,8.3
5551127,2,2017-01-11 22:43:33,2017-01-11 22:50:25,2,1.25,1,N,239,151,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
3360443,1,2017-01-03 18:48:08,2017-01-03 19:04:31,2,2.7,1,N,48,234,2,12.5,1.0,0.5,0.0,0.0,0.3,14.3
7218683,2,2017-01-24 22:08:21,2017-01-24 22:13:10,1,0.8,1,N,79,107,1,5.5,0.5,0.5,2.04,0.0,0.3,8.84
3995894,1,2017-01-20 00:01:05,2017-01-20 00:11:01,2,1.3,1,N,164,162,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
4895720,2,2017-01-09 20:21:38,2017-01-09 20:36:26,2,4.11,1,N,261,246,1,15.0,0.5,0.5,4.89,0.0,0.3,21.19
5577177,1,2017-01-12 00:59:33,2017-01-12 01:06:38,1,1.0,1,N,186,246,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1197980,1,2017-01-18 02:02:55,2017-01-18 02:09:22,1,2.0,1,N,162,113,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15
6948001,1,2017-01-24 07:37:55,2017-01-24 07:47:05,1,1.3,1,N,79,45,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1366082,1,2017-01-18 14:49:56,2017-01-18 14:58:09,1,0.7,1,N,229,162,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
7750424,2,2017-01-26 13:46:32,2017-01-26 14:01:39,1,2.52,1,N,161,239,1,12.0,0.0,0.5,0.0,0.0,0.3,12.8
7454102,1,2017-01-25 17:30:37,2017-01-25 17:44:04,1,1.7,1,N,113,234,1,10.0,1.0,0.5,2.35,0.0,0.3,14.15
736197,1,2017-01-16 16:46:05,2017-01-16 16:53:51,1,1.2,1,N,43,143,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
8276668,2,2017-01-27 21:28:27,2017-01-27 21:36:32,1,1.04,1,N,230,164,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
8313690,1,2017-01-27 23:12:35,2017-01-27 23:16:50,2,0.5,1,N,100,186,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1913359,2,2017-01-06 13:51:09,2017-01-06 13:57:50,1,0.65,1,N,233,170,1,5.5,0.0,0.5,1.89,0.0,0.3,10.14
3848163,1,2017-01-05 11:37:59,2017-01-05 11:44:30,1,0.9,1,N,107,113,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
4490928,1,2017-01-22 11:04:43,2017-01-22 11:14:57,1,2.0,1,N,137,163,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3
4969635,2,2017-01-10 06:52:03,2017-01-10 07:11:07,1,4.39,1,N,52,234,1,16.5,0.0,0.5,2.5,0.0,0.3,19.8
848907,2,2017-01-17 05:20:44,2017-01-17 05:41:10,2,14.32,1,N,223,132,1,39.5,0.5,0.5,8.16,0.0,0.3,50.91
372481,2,2017-01-15 02:42:55,2017-01-15 02:52:15,1,1.96,1,N,249,224,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
7306683,2,2017-01-25 08:59:57,2017-01-25 09:12:27,1,1.18,1,N,142,43,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
3665325,1,2017-01-04 20:02:15,2017-01-04 20:03:42,1,0.2,1,N,239,238,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3
1500812,1,2017-01-05 19:52:43,2017-01-05 19:58:42,1,0.9,1,N,239,238,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95
6094194,1,2017-01-13 16:24:25,2017-01-13 16:30:40,1,0.6,1,N,143,239,1,5.5,1.0,0.5,2.15,0.0,0.3,9.45
5616925,2,2017-01-12 08:00:05,2017-01-12 08:12:09,1,1.46,1,N,233,100,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
46065,2,2017-01-01 13:02:07,2017-01-01 13:12:05,1,2.31,1,N,107,161,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
729596,2,2017-01-16 16:20:29,2017-01-16 16:36:41,1,2.79,1,N,158,230,1,13.0,1.0,0.5,2.96,0.0,0.3,17.76
6635746,2,2017-01-23 09:12:44,2017-01-23 09:16:19,1,0.56,1,N,151,238,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2997665,1,2017-01-02 12:51:19,2017-01-02 12:57:51,1,1.6,1,N,161,236,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
7053811,1,2017-01-24 13:14:42,2017-01-24 13:35:29,1,2.1,1,N,236,237,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15
8568740,2,2017-01-28 17:12:05,2017-01-28 17:18:47,1,0.95,1,N,239,143,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
5020069,2,2017-01-10 09:43:15,2017-01-10 10:03:35,1,3.25,1,N,233,43,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
7808228,1,2017-01-26 17:15:33,2017-01-26 17:29:22,1,1.6,1,N,234,161,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
9330832,2,2017-01-30 19:31:43,2017-01-30 19:39:36,6,1.54,1,N,231,148,1,7.5,1.0,0.5,1.12,0.0,0.3,10.42
3151453,1,2017-01-03 00:31:37,2017-01-03 00:50:21,1,15.5,1,N,132,80,1,41.5,0.5,0.5,10.7,0.0,0.3,53.5
7098922,2,2017-01-24 15:51:48,2017-01-24 16:03:12,1,1.5,1,N,186,246,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
1960573,1,2017-01-09 09:10:14,2017-01-09 09:24:41,1,1.5,1,N,100,107,1,10.5,0.0,0.5,0.0,0.0,0.3,11.3
1156658,2,2017-01-17 22:11:12,2017-01-17 22:23:11,6,2.25,1,N,162,143,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
8346253,2,2017-01-28 00:52:20,2017-01-28 01:00:34,2,0.65,1,N,230,100,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
3162133,2,2017-01-03 05:19:49,2017-01-03 05:23:05,2,0.76,1,N,48,164,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
700231,1,2017-01-01 23:12:01,2017-01-01 23:20:42,2,2.0,1,N,79,164,1,9.0,0.5,0.5,3.05,0.0,0.3,13.35
5616534,2,2017-01-12 07:58:47,2017-01-12 08:01:57,1,0.49,1,N,237,237,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
9398880,2,2017-01-31 00:19:43,2017-01-31 00:36:46,1,3.83,1,N,79,37,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
8047283,1,2017-01-27 09:46:47,2017-01-27 09:47:17,1,0.0,1,N,186,186,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3
6835340,1,2017-01-23 20:43:44,2017-01-23 20:51:56,1,0.9,1,N,186,161,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
510973,1,2017-01-15 15:46:12,2017-01-15 15:51:48,1,1.0,1,N,75,166,1,6.0,0.0,0.5,6.0,0.0,0.3,12.8
8238356,1,2017-01-27 19:39:54,2017-01-27 19:46:20,2,1.6,1,N,48,143,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
7521234,1,2017-01-25 20:17:37,2017-01-25 20:39:44,2,3.2,1,N,68,45,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
5641265,2,2017-01-12 09:18:19,2017-01-12 09:24:15,1,0.61,1,N,186,186,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
773294,2,2017-01-16 18:55:04,2017-01-16 19:03:22,1,1.8,1,N,100,237,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
1671779,1,2017-01-18 22:16:46,2017-01-18 22:39:01,1,4.6,1,N,234,13,1,18.5,0.5,0.5,3.95,0.0,0.3,23.75
4031276,1,2017-01-20 06:32:10,2017-01-20 07:04:12,1,10.3,1,N,163,138,1,33.5,0.0,0.5,6.85,0.0,0.3,41.15
6738210,2,2017-01-23 15:26:24,2017-01-23 16:13:26,1,5.47,1,N,161,33,1,28.5,0.0,0.5,5.0,0.0,0.3,34.3
3878895,2,2017-01-05 12:59:23,2017-01-05 13:06:55,1,0.47,1,N,186,100,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
3655303,2,2017-01-04 19:30:14,2017-01-04 19:38:52,1,1.84,1,N,237,262,2,8.5,1.0,0.5,0.0,0.0,0.3,10.3
1686476,2,2017-01-18 23:10:40,2017-01-18 23:27:33,1,5.23,1,N,137,256,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3
1238721,2,2017-01-18 07:52:40,2017-01-18 08:00:09,1,1.17,1,N,238,166,1,7.0,0.0,0.5,1.56,0.0,0.3,11.31
1109571,2,2017-01-17 20:43:57,2017-01-17 20:50:09,2,1.24,1,N,234,233,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
7289164,2,2017-01-25 08:05:05,2017-01-25 08:09:52,1,1.25,1,N,141,263,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
3217831,2,2017-01-03 09:49:50,2017-01-03 10:09:55,3,2.46,1,N,143,141,1,14.0,0.0,0.5,3.7,0.0,0.3,18.5
6077405,2,2017-01-13 15:24:55,2017-01-13 15:28:27,1,0.68,1,N,48,163,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
6997495,2,2017-01-24 09:48:21,2017-01-24 09:52:10,6,0.54,1,N,229,140,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2167523,2,2017-01-06 22:06:53,2017-01-06 22:09:55,5,0.72,1,N,162,229,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2902803,1,2017-01-09 01:00:42,2017-01-09 01:16:18,1,5.1,1,N,162,82,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
6897646,2,2017-01-24 00:29:59,2017-01-24 00:50:50,1,4.92,1,N,163,179,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3
4639271,2,2017-01-21 19:30:14,2017-01-21 19:30:22,1,0.0,1,N,140,140,1,2.5,0.0,0.5,20.0,0.0,0.3,23.3
1556385,1,2017-01-05 22:06:04,2017-01-05 22:13:42,1,2.2,1,N,239,24,1,8.5,0.5,0.5,0.0,0.0,0.3,9.8
6338284,2,2017-01-14 09:40:53,2017-01-14 09:46:17,5,0.98,1,N,237,140,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3292175,1,2017-01-03 14:45:58,2017-01-03 14:46:00,1,0.0,1,N,186,186,1,2.5,0.0,0.5,5.0,0.0,0.3,8.3
9625193,1,2017-01-31 19:08:17,2017-01-31 19:34:06,1,16.2,1,N,132,255,1,44.0,1.0,0.5,9.0,0.0,0.3,54.8
1738070,2,2017-01-19 07:39:57,2017-01-19 08:10:32,3,8.05,1,N,137,61,1,29.0,0.0,0.5,3.0,0.0,0.3,32.8
359909,2,2017-01-15 01:48:05,2017-01-15 01:53:02,1,1.52,1,N,161,236,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
7399519,1,2017-01-25 14:10:57,2017-01-25 14:18:42,1,0.9,1,N,236,236,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
8056184,2,2017-01-27 10:20:08,2017-01-27 10:27:10,5,0.79,1,N,50,163,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2424943,2,2017-01-07 14:21:21,2017-01-07 14:39:17,2,2.94,1,N,142,249,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2325972,1,2017-01-07 09:16:04,2017-01-07 09:17:41,2,0.7,1,N,140,140,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
3862298,1,2017-01-09 08:05:06,2017-01-09 08:13:58,1,1.4,1,N,107,161,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8238699,1,2017-01-27 19:40:50,2017-01-27 20:02:04,2,3.3,1,N,142,234,1,15.5,1.0,0.5,3.45,0.0,0.3,20.75
4509779,2,2017-01-21 12:19:17,2017-01-21 13:06:37,2,24.05,2,N,132,158,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
5984001,1,2017-01-13 09:14:00,2017-01-13 09:23:29,1,1.4,1,N,231,261,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
8149973,1,2017-01-27 15:46:32,2017-01-27 15:51:20,2,0.4,1,N,142,142,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1488939,1,2017-01-05 19:18:24,2017-01-05 19:28:05,3,1.2,1,N,237,161,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
5086029,1,2017-01-10 13:32:04,2017-01-10 13:37:22,1,1.1,1,N,125,113,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
228402,1,2017-01-14 18:16:39,2017-01-14 18:35:47,2,5.5,1,N,113,236,1,19.5,1.0,0.5,2.0,0.0,0.3,23.3
4535323,1,2017-01-21 13:54:31,2017-01-21 14:32:00,1,18.5,3,N,163,1,1,70.5,0.0,0.0,15.0,16.65,0.3,102.45
2344153,2,2017-01-07 10:20:56,2017-01-07 10:23:02,1,0.46,1,N,261,88,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
6321778,2,2017-01-14 07:49:13,2017-01-14 07:58:37,5,1.98,1,N,113,246,1,9.0,0.0,0.5,1.47,0.0,0.3,11.27
3388344,2,2017-01-03 20:36:37,2017-01-03 21:03:27,2,14.85,1,N,132,64,2,40.5,0.5,0.5,0.0,0.0,0.3,41.8
6915399,2,2017-01-24 04:06:25,2017-01-24 04:07:43,1,0.3,1,N,7,7,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3
1044183,2,2017-01-17 17:40:02,2017-01-17 17:48:50,1,1.13,1,N,162,233,1,7.5,1.0,0.5,2.79,0.0,0.3,12.09
8437659,2,2017-01-28 10:39:39,2017-01-28 10:44:23,1,1.05,1,N,142,50,1,5.5,0.0,0.5,0.0,0.0,0.3,6.3
5264356,1,2017-01-11 03:11:47,2017-01-11 03:22:03,1,1.3,1,N,158,79,1,8.5,0.5,0.5,2.9,0.0,0.3,12.7
723770,1,2017-01-16 15:58:46,2017-01-16 16:04:34,1,0.7,1,Y,90,186,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3138030,1,2017-01-02 22:44:13,2017-01-02 22:48:22,1,1.3,1,N,231,125,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
9436525,1,2017-01-31 07:51:22,2017-01-31 07:54:46,2,0.5,1,N,264,264,1,4.5,0.0,0.5,1.3,0.0,0.3,6.6
6701746,1,2017-01-23 13:07:13,2017-01-23 13:16:50,1,1.6,1,N,231,88,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
191813,2,2017-01-01 00:25:24,2017-01-01 00:29:10,1,0.97,1,N,179,140,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8
5791613,1,2017-01-12 18:33:19,2017-01-12 18:37:54,1,1.1,1,N,237,236,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
4942451,1,2017-01-09 23:47:11,2017-01-09 23:52:00,1,1.2,1,N,107,162,1,6.5,0.5,0.5,2.0,0.0,0.3,9.8
722127,1,2017-01-16 15:52:53,2017-01-16 16:12:13,1,5.5,1,N,158,151,1,19.5,0.0,0.5,6.05,0.0,0.3,26.35
5148924,2,2017-01-10 20:05:32,2017-01-10 20:17:22,3,3.56,1,N,107,209,1,13.0,0.5,0.5,3.58,0.0,0.3,17.88
69298,2,2017-01-01 14:52:32,2017-01-01 15:00:27,1,1.86,1,N,43,43,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
5254736,2,2017-01-11 00:32:24,2017-01-11 00:41:19,1,1.88,1,N,79,186,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
4261758,2,2017-01-20 19:03:56,2017-01-20 19:14:32,1,1.28,1,N,161,229,1,8.0,1.0,0.5,2.45,0.0,0.3,12.25
5314367,2,2017-01-11 09:00:33,2017-01-11 09:13:37,1,1.32,1,N,48,164,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
823579,1,2017-01-16 22:36:35,2017-01-16 22:45:55,1,2.7,1,N,161,148,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55
1844516,1,2017-01-06 09:56:03,2017-01-06 10:05:37,1,1.2,1,N,107,170,1,8.0,0.0,0.5,2.6,0.0,0.3,11.4
1820333,2,2017-01-06 08:31:40,2017-01-06 08:36:57,1,0.35,1,N,48,50,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8782139,2,2017-01-29 01:02:49,2017-01-29 01:31:07,1,3.45,1,N,211,80,1,20.0,0.5,0.5,1.7,0.0,0.3,23.0
1089485,2,2017-01-17 19:45:37,2017-01-17 19:56:09,1,2.11,1,N,263,229,1,9.5,1.0,0.5,1.0,0.0,0.3,12.3
1863702,1,2017-01-06 11:15:10,2017-01-06 11:18:14,2,0.6,1,N,238,24,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
9705974,2,2017-01-31 23:34:52,2017-01-31 23:48:10,1,3.35,1,N,246,141,1,12.5,0.5,0.5,1.5,0.0,0.3,15.3
4355062,1,2017-01-20 23:58:48,2017-01-21 00:05:33,1,0.6,1,N,79,107,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
4746112,2,2017-01-22 00:49:02,2017-01-22 00:56:51,6,0.97,1,N,79,249,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
3104567,2,2017-01-02 19:39:04,2017-01-02 19:54:01,1,2.21,1,N,186,79,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
1887419,1,2017-01-06 12:12:46,2017-01-06 12:17:46,2,0.9,1,N,144,79,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
6595453,1,2017-01-23 06:42:48,2017-01-23 06:59:59,1,3.8,1,N,40,231,1,16.5,0.0,0.5,2.28,5.54,0.3,25.12
7916059,2,2017-01-26 22:15:08,2017-01-26 22:21:49,2,0.98,1,N,164,233,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
1500454,1,2017-01-05 19:51:45,2017-01-05 19:57:35,1,1.0,1,N,100,162,1,6.0,1.0,0.5,1.0,0.0,0.3,8.8
7777517,1,2017-01-26 15:21:36,2017-01-26 15:33:19,1,1.3,1,N,186,230,3,9.0,0.0,0.5,0.0,0.0,0.3,9.8
335600,2,2017-01-15 00:16:52,2017-01-15 00:21:16,1,0.97,1,N,261,231,1,5.5,0.5,0.5,0.11,0.0,0.3,6.91
2328234,1,2017-01-07 09:24:39,2017-01-07 09:31:28,1,1.0,1,N,234,79,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
8700141,2,2017-01-28 20:56:04,2017-01-28 21:00:22,1,0.59,1,N,164,170,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
6092133,1,2017-01-13 16:16:44,2017-01-13 16:36:49,1,1.6,1,N,87,211,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75
3138169,2,2017-01-02 22:44:58,2017-01-02 22:56:24,1,1.85,1,N,234,230,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2511955,2,2017-01-07 19:18:49,2017-01-07 19:30:06,2,1.66,1,N,158,100,1,9.0,0.0,0.5,0.0,0.0,0.3,9.8
7125742,1,2017-01-24 17:30:51,2017-01-24 17:44:38,2,1.9,1,N,237,239,1,10.5,1.0,0.5,2.45,0.0,0.3,14.75
6443825,2,2017-01-14 14:25:23,2017-01-14 14:31:29,1,0.5,1,N,211,79,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
534132,1,2017-01-15 17:04:42,2017-01-15 17:07:35,1,0.4,1,N,237,236,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
6869750,2,2017-01-23 22:23:38,2017-01-23 22:48:38,3,10.26,1,N,138,237,2,30.5,0.5,0.5,0.0,5.54,0.3,37.34
2698452,2,2017-01-08 11:13:09,2017-01-08 11:18:26,2,1.18,1,N,163,186,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
7966721,2,2017-01-27 02:06:06,2017-01-27 02:29:19,1,8.43,1,N,211,41,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8
8727835,2,2017-01-28 22:24:29,2017-01-28 22:34:51,1,1.59,1,N,264,264,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
9193215,2,2017-01-30 10:50:53,2017-01-30 11:17:31,1,10.12,1,N,138,162,1,30.0,0.0,0.5,7.27,5.54,0.3,43.61
8823110,1,2017-01-22 12:19:09,2017-01-22 12:30:58,1,2.7,1,N,142,24,1,11.0,0.0,0.5,3.54,0.0,0.3,15.34
2252763,2,2017-01-07 01:35:46,2017-01-07 01:48:11,2,2.62,1,N,249,230,1,11.0,0.5,0.5,3.08,0.0,0.3,15.38
2440713,2,2017-01-07 15:11:57,2017-01-07 15:30:45,5,5.43,1,N,151,243,1,18.5,0.0,0.5,4.82,0.0,0.3,24.12
2305736,2,2017-01-07 06:57:44,2017-01-07 07:04:01,3,2.18,1,N,68,231,1,8.5,0.0,0.5,1.2,0.0,0.3,10.5
4898570,1,2017-01-09 20:31:35,2017-01-09 20:48:15,1,4.4,1,N,162,7,1,15.5,0.5,0.5,4.2,0.0,0.3,21.0
7193692,2,2017-01-24 20:49:15,2017-01-24 21:04:20,2,2.5,1,N,114,162,1,12.0,0.5,0.5,3.32,0.0,0.3,16.62
4527830,1,2017-01-21 13:25:58,2017-01-21 13:30:21,1,0.8,1,N,249,68,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
7821780,2,2017-01-26 17:59:00,2017-01-26 18:36:18,1,10.05,1,N,138,162,1,34.0,1.0,0.5,8.27,5.54,0.3,49.61
8229585,2,2017-01-27 19:18:28,2017-01-27 19:31:35,6,3.15,1,N,163,75,1,12.0,1.0,0.5,2.76,0.0,0.3,16.56
7679409,2,2017-01-26 09:14:39,2017-01-26 09:22:35,1,0.79,1,N,162,170,1,6.5,0.0,0.5,0.0,0.0,0.3,7.3
7463335,1,2017-01-25 17:59:53,2017-01-25 18:28:14,1,9.9,1,N,237,138,1,30.0,1.0,0.5,7.45,5.54,0.3,44.79
3061961,1,2017-01-02 16:52:13,2017-01-02 17:03:34,1,1.5,1,N,68,230,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95
6110844,2,2017-01-13 17:24:03,2017-01-13 17:54:12,1,3.67,1,N,238,100,1,20.5,1.0,0.5,4.46,0.0,0.3,26.76
